,Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth
869,2462,1795158,Mrs Meggie Ankunding,Mr,Male,1,Single,80,1/24/2022,3/30/2022,Inactive,3/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Driver - cab,1996
870,2466,196165,Prof Kurtis Larkin MD,Mr,Male,1,Married,31,1/21/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962
871,2467,1935032,Graciela Miller III,Mr,Male,1,Single,31,1/11/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001
872,2468,199088,Charity Feil,Mr,Male,1,Single,31,1/25/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994
873,2469,1795159,Miss Ernestine Olson III,Mr,Male,1,Married,31,1/25/2022,4/9/2022,Inactive,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973
874,2470,193203,Osborne Emmerich,Mr,Male,1,Married,31,1/25/2022,2/26/2022,Inactive,2/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981
875,2473,196166,Howard Kihn,Mr,Male,1,Married,31,1/24/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958
876,2474,196167,Destinee Kirlin,Mr,Male,1,Married,31,1/25/2022,4/8/2022,Inactive,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975
877,2476,203009,Maci Casper,Mr,Male,1,Married,31,1/10/2022,3/2/2022,Inactive,3/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990
878,2477,195039,Francis Weimann,Mr,Male,1,Married,31,1/27/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985
879,2478,205004,Lilly Prohaska PhD,Mr,Male,1,Married,122,1/14/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Security,1955
880,2480,198149,Amalia Morissette,Mr,Male,1,Married,31,1/31/2022,4/17/2022,Inactive,4/17/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994
881,2481,198148,Rubye Olson,Mr,Male,1,Married,26,1/29/2022,4/8/2022,Inactive,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mechanic,1990
882,2482,196168,Verdie McKenzie,Mr,Male,1,Single,55,1/25/2022,4/9/2022,Inactive,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1999
883,2483,196169,Dr Dean Runolfsson,Mr,Male,1,Married,31,1/29/2022,4/2/2022,Inactive,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970
884,2484,196170,Abagail Trantow,Ms,Female,1,Married,195,1/1/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Data Coordinator,1998
885,2485,196171,Prince Goodwin,Ms,Female,1,Married,195,1/4/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Data Coordinator,1996
886,2486,203010,Miss Clementina Kilback,Ms,Male,1,Single,31,1/19/2022,4/28/2022,Inactive,4/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001
887,2487,1795160,Junior Stamm,Mr,Male,1,Married,31,2/1/2022,4/2/2022,Inactive,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1964
888,2488,193205,Eldridge Conroy,Mr,Male,1,Single,31,2/1/2022,2/3/2022,Inactive,2/3/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
889,2489,197117,Prof Sarai Rodriguez,Mr,Male,1,Married,31,1/3/2022,5/11/2022,Inactive,5/11/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991
890,2490,199089,Dixie Bechtelar,Mr,Male,3,Single,124,2/1/2022,2/10/2022,Inactive,2/10/2022,\N,\N,Labour,Contarct Basis,Hindu,Mason,2001
891,2491,195040,Herbert Legros,Mr,Male,3,Single,31,2/2/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1994
892,2493,1795162,Zula Price IV,Mr,Male,1,Single,124,2/3/2022,2/3/2022,Inactive,2/3/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1997
893,2495,188015,Oda Flatley Jr,Mr,Male,1,Married,31,2/8/2022,4/1/2022,Inactive,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973
894,2496,196172,Carley Kunze,Mr,Male,1,Married,123,2/1/2022,4/9/2022,Inactive,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Carpenter,1973
895,2498,196174,Norberto Dach,Mr,Male,1,Married,31,2/7/2022,2/24/2022,Inactive,2/24/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981
896,2499,196175,Mrs Kayla Steuber DDS,Mr,Male,1,Married,31,2/8/2022,4/8/2022,Inactive,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977
897,2500,193206,Nellie Runolfsdottir,Mr,Male,1,Married,31,2/9/2022,4/30/2022,Inactive,4/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002
898,2503,1985017,Emmalee Hoeger,Mr,Male,1,Married,4,2/9/2022,4/2/2022,Inactive,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1973
899,2504,5388,Agnes Leuschke,Mr,Male,1,Married,190,2/7/2022,\N,Active,\N,\N,\N,Management,Contarct Basis,Buddhist,Head of QS - Post Contract,1980
900,2505,5389,Ms Lysanne Welch II,Mr,Male,1,Married,158,2/8/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Assistant QS,1996
901,2506,5390,Gerson Ferry,Mr,Male,1,Married,33,2/8/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1968
902,2507,1795164,Hayden Considine V,Mr,Male,1,Single,31,2/11/2022,4/1/2022,Inactive,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2000
903,2508,193207,Gracie Roob,Mr,Male,1,Single,55,2/11/2022,2/18/2022,Inactive,2/18/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1995
904,2509,193208,Clovis Lakin,Ms,Male,1,Single,43,2/4/2022,4/29/2022,Inactive,4/29/2022,\N,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,1995
905,2511,188017,Wilfrid Eichmann IV,Mr,Male,1,Married,31,2/8/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986
906,2512,188018,Mr Stanton Towne DDS,Mr,Male,1,Single,31,2/8/2022,4/2/2022,Inactive,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001
907,2513,188019,Carleton Nitzsche MD,Mr,Male,1,Married,31,2/8/2022,4/1/2022,Inactive,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960
908,2514,188020,Mrs Megane Sanford,Mr,Male,1,Married,31,2/14/2022,3/31/2022,Inactive,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
909,2515,188021,Mozelle Upton,Mr,Male,1,Married,31,2/11/2022,4/6/2022,Inactive,4/6/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980
910,2516,197118,Anastacio Mosciski,Mr,Male,1,Married,31,2/1/2022,3/2/2022,Inactive,3/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972
911,2517,197119,Kitty Corwin,Mr,Male,1,Married,31,2/1/2022,3/23/2022,Inactive,3/23/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997
912,2518,197120,Godfrey Haley IV,Mr,Male,1,Married,31,2/1/2022,3/23/2022,Inactive,3/23/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976
913,2520,1975011,Reanna Brekke PhD,Mr,Male,1,Married,31,2/14/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970
914,2522,196176,Orland Stiedemann Sr,Mr,Male,1,Married,31,2/5/2022,4/9/2022,Inactive,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
915,2523,196177,Ottilie Purdy,Mr,Male,1,Married,31,2/15/2022,6/17/2022,Inactive,6/17/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993
916,2524,196178,Dale Glover,Mr,Male,1,Married,31,2/15/2022,3/6/2022,Inactive,3/6/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1951
917,2529,196179,Colton Emmerich,Mr,Male,1,Married,31,2/22/2022,3/26/2022,Inactive,3/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1979
918,2530,201012,Jimmy Gutmann Sr,Mr,Male,1,Married,29,2/12/2022,6/28/2022,Inactive,6/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Cook,1963
919,2531,5393,Marc Spencer,Mr,Male,1,Married,163,2/15/2022,\N,Active,\N,\N,\N,Management,Contarct Basis,Buddhist,Manager Transport and Logistic,1970
920,2533,5395,Samantha Kuvalis,Mr,Male,1,Single,33,2/23/2022,5/28/2022,Inactive,5/28/2022,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1994
921,2535,1795166,Yasmin Mertz,Mr,Male,1,Married,31,2/26/2022,3/31/2022,Inactive,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980
922,2538,193210,Dexter Nader,Mr,Male,1,Married,31,3/1/2022,3/3/2022,Inactive,3/3/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989
923,2540,1945037,Tristin Schmitt DVM,Mr,Male,1,Single,31,3/1/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999
924,2541,188022,Korey Buckridge I,Mr,Male,1,Married,31,3/1/2022,4/7/2022,Inactive,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968
925,2542,188023,Dr Zoey Mitchell,Mr,Male,1,Married,31,3/3/2022,4/25/2022,Inactive,4/25/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1956
926,2543,188024,Aaliyah Torp,Mr,Male,1,Married,31,3/3/2022,4/25/2022,Inactive,4/25/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966
927,2544,182011,Shea Grimes,Mr,Male,1,Single,31,3/4/2022,5/19/2022,Inactive,5/19/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995
928,2545,182012,Randi Beahan IV,Mr,Male,1,Single,31,3/4/2022,4/29/2022,Inactive,4/29/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002
929,2546,182013,Ebba Quigley,Mr,Male,1,Single,31,3/4/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002
930,2548,1795168,Sharon Bednar,Mr,Male,1,Single,31,3/8/2022,3/10/2022,Inactive,3/10/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003
931,2550,1795169,Ms Roxane Adams Jr,Mr,Male,1,Married,31,3/8/2022,3/8/2022,Inactive,3/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994
932,2551,198151,Prof Lucio Effertz Jr,Mr,Male,1,Single,31,3/8/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994
933,2552,51033,Maurine Schneider,Mr,Male,1,Single,56,3/3/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Helper,1996
934,2553,1795171,Prof Nathanial Gerhold,Mr,Male,1,Single,31,3/9/2022,3/26/2022,Inactive,3/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988
935,2554,188025,Zelda Kohler,Mr,Male,1,Single,53,3/8/2022,4/7/2022,Inactive,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Pipe Fitter,1999
936,2555,5397,Mr Noel Buckridge PhD,Mr,Male,1,Single,69,3/1/2022,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Site Supervisor,2001
937,2557,193212,Dr Alexandro Davis,Mr,Male,1,Married,31,3/10/2022,3/23/2022,Inactive,3/23/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980
938,2558,1795172,Antonette Wunsch,Mr,Male,5,Married,31,3/14/2022,4/6/2022,Inactive,4/6/2022,\N,\N,Labour,Contarct Basis,Muslim,Unskilled Labor,1982
939,2559,196181,Rollin Jacobi DDS,Mr,Male,1,Married,55,3/10/2022,6/17/2022,Inactive,6/17/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1972
940,2560,196182,Scottie Murray Jr,Mr,Male,1,Married,31,3/10/2022,4/1/2022,Inactive,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990
941,2561,198152,Doris Flatley,Mr,Male,1,Married,31,3/14/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972
942,2562,5399,Dr Paul Weber V,Ms,Female,1,Married,8,3/10/2022,6/24/2022,Inactive,6/24/2022,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1983
943,2563,1935034,Marcelina Boehm,Mr,Male,1,Married,31,3/12/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998
944,2564,1935035,Ms Pinkie Grady DVM,Mr,Male,1,Married,31,3/11/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986
945,2565,5400,Dillon Oberbrunner DDS,Mr,Male,1,Married,191,3/15/2022,7/26/2022,Inactive,7/26/2022,\N,\N,Staff,Contarct Basis,Buddhist,Logistic Assistant,1994
946,2566,1935033,Edythe Altenwerth,Mr,Male,1,Married,31,3/1/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999
947,2567,1935036,Gisselle Nitzsche,Mr,Male,1,Married,31,3/3/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996
948,2568,193213,Mr Peyton Kulas,Ms,Female,1,Single,30,3/16/2022,5/9/2022,Inactive,5/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1998
949,2569,5401,Elliot Luettgen,Mr,Male,1,Single,22,3/10/2022,\N,Active,\N,2709,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1991
950,2570,1795173,Albertha O'Conner,Mr,Male,1,Married,31,3/19/2022,3/29/2022,Inactive,3/29/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995
951,2572,5403,Miss Oleta Rath,Mr,Male,1,Married,192,3/21/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Planning Engineer,1995
952,2573,5404,Delfina Fay DVM,Mr,Male,1,Single,7,3/21/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,2000
953,2574,5405,Davon Rath,Mr,Male,1,Single,33,3/21/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1995
954,2575,5406,Jewell Sipes,Mr,Male,5,Married,6,3/22/2022,4/4/2022,Inactive,4/4/2022,\N,\N,Staff,Contarct Basis,Muslim,Project Manager,1964
955,2576,1985018,Mr Easton Balistreri,Mr,Male,1,Married,4,3/19/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1975
956,2577,1985019,Guiseppe Schultz,Mr,Male,1,Married,4,3/19/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1990
957,2578,1985020,Dan Connelly,Mr,Male,1,Married,4,3/19/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1974
958,2579,1985021,Dr Blaise Lebsack,Mr,Male,1,Married,4,3/19/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1987
959,2580,1985022,Lee Beatty,Mr,Male,1,Married,4,3/19/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1995
960,2581,1985023,Aliyah Mohr,Mr,Male,1,Married,4,3/19/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1987
961,2582,1985024,Miss Queenie VonRueden V,Mr,Male,1,Married,4,3/19/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1972
962,2586,1935037,Philip Lowe,Mr,Male,1,Single,31,3/14/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
963,2588,201013,Mr Gavin Dach,Mr,Male,1,Single,31,3/25/2022,9/5/2022,Inactive,9/5/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002
964,2592,5410,Mr Joan Effertz,Mr,Male,5,Married,22,4/6/2022,8/31/2022,Inactive,8/31/2022,\N,\N,Staff,Contarct Basis,Muslim,Technical Officer,1997
965,2593,5411,Else Hyatt,Mr,Male,1,Married,8,4/18/2022,5/3/2022,Inactive,5/3/2022,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1997
966,2594,5412,Adrain Welch,Mr,Male,3,Single,8,4/18/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1997
967,2597,5414,Mr Greg Mayer DDS,Mr,Male,1,Single,22,4/19/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1994
968,2598,1945039,Dean Zemlak,Mr,Male,1,Married,4,4/23/2022,\N,Active,\N,\N,\N,Labour,Permanant,Buddhist,Bar Bender,1987
969,2599,1945040,Talon Hudson,Mr,Male,1,Married,124,4/25/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1968
970,2600,51034,Prof Trevor Ledner,Mr,Male,1,Married,56,4/26/2022,5/4/2022,Inactive,5/4/2022,\N,\N,Labour,Contarct Basis,Buddhist,Helper,1986
971,2601,5416,Miss Alene Stokes DVM,Mr,Male,1,Married,90,4/28/2022,8/27/2022,Inactive,8/26/2022,\N,\N,Staff,Contarct Basis,Buddhist,Assistant manager - HR,1987
972,2602,1945041,Alana Friesen Sr,Mr,Male,1,Married,31,4/26/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1965
973,2603,1945042,Lia Dietrich DVM,Mr,Male,1,Married,31,4/27/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
974,2604,5418,Price Zieme,Mr,Male,1,Married,78,5/3/2022,9/19/2022,Inactive,9/19/2022,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Accountant,1989
975,2606,1935039,Mr Brant Stracke,Mr,Male,1,Married,1,5/1/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1991
976,2607,1935040,Scot Christiansen,Mr,Male,1,Married,31,5/4/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
977,2614,1935041,Maeve Mraz,Mr,Male,1,Single,31,5/25/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
978,2615,1935042,Marge Kemmer,Mr,Male,1,Single,31,5/25/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
979,2616,1935043,Dr Orville Schmidt V,Mr,Male,1,Single,31,5/25/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
980,2617,1935044,Maverick Doyle DVM,Mr,Male,1,Single,31,5/25/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
981,2637,193215,Troy Beier,Mr,Male,1,Married,24,6/20/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Driver,0
982,2642,5420,Mireya Crooks,Mr,Male,1,Married,104,7/14/2022,11/4/2022,Inactive,11/4/2022,\N,\N,Management,Contarct Basis,Buddhist,Accountant,1965
983,2643,193216,Prof Stone Kunze,Mr,Male,1,Married,54,7/20/2022,\N,Active,\N,673,\N,Labour,Contarct Basis,Buddhist,Lab Technician,1986
984,2701,5424,Ilene Stehr DVM,Ms,Female,1,Single,143,8/26/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,HR Assistant,1996
985,2705,193219,Jordon Hickle I,Mr,Male,1,Married,31,8/29/2022,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
986,2709,5425,Arvilla Jenkins,Ms,Female,1,Married,33,9/1/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1989
987,2715,50047,Mrs Mara Gleason I,Mr,Male,1,Married,38,9/1/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Office Assistant,1965
988,2734,5426,Mortimer Lindgren DDS,Mr,Male,1,Married,8,9/26/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988
989,2737,5427,Prof Ismael Prosacco,Mr,Male,1,Married,78,9/27/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Accountant,1984
990,2771,5429,Dr Bertram Emard,Mr,Male,1,Married,198,10/6/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Projects Officer,1981
991,2831,5433,Ms Katelin Medhurst,Mr,Male,1,Single,111,10/25/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Management Trainee,1996
992,2836,5434,Janis Borer Jr,Ms,Female,1,Single,17,11/1/2022,12/22/2022,Inactive,12/22/2022,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1993
993,2890,5479,Delphia Haley,Mr,Male,1,Single,8,11/21/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1994
994,2972,5480,Lance Stanton,Mr,Male,1,Single,201,12/5/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Software Developer,1997
995,2973,5481,Chauncey Reilly,Mr,Male,1,Single,8,12/8/2022,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990
996,3041,5482,Sudath,Mr,Male,1,Married,104,12/20/2022,\N,Active,\N,\N,\N,Management,Contarct Basis,Buddhist,Accountant,1979
