,Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth
312,816,5143,Connie Murazik,Mr,Male,3,Single,31,8/1/2019,8/21/2021,Inactive,8/21/2021,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1998
313,817,199042,Gerda Hoppe,Mr,Male,3,Single,30,10/18/2019,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1998
314,823,5068,Nolan Mann,Mr,Male,3,Married,31,2/11/2020,12/25/2020,Inactive,12/25/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1972
315,825,195010,Prof Jayden Vandervort PhD,Mr,Male,3,Married,31,2/13/2020,3/8/2020,Inactive,3/8/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1975
316,826,195011,Miss Fabiola Morissette,Mr,Male,4,Single,31,2/11/2020,\N,Active,\N,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1996
317,827,70152,Lowell Lang,Mr,Male,3,Married,30,9/6/2019,5/18/2020,Inactive,5/18/2020,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,0
318,828,4980,Abigayle Deckow,Mr,Male,3,Married,31,6/1/2020,\N,Active,\N,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1981
319,829,75186,Lexie Wunsch,Mr,Male,3,Married,122,11/6/2019,1/31/2022,Inactive,1/31/2022,\N,\N,Labour,Contarct Basis,Hindu,Security,0
320,830,199011,Kiley Deckow,Mr,Male,3,Single,122,2/10/2020,6/30/2022,Inactive,6/30/2022,\N,\N,Labour,Contarct Basis,Hindu,Security,0
321,832,4795,Bella Rosenbaum,Mr,Male,1,Married,55,1/6/2019,2/19/2022,Inactive,2/19/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1970
322,837,189003,Lauren Cassin,Mr,Male,1,Single,31,1/13/2020,6/3/2020,Inactive,6/3/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996
323,838,189037,Chloe Hammes III,Mr,Male,1,Married,31,6/10/2020,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994
324,839,5059,Elwin Luettgen,Mr,Male,1,Married,31,2/21/2020,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997
325,841,3293,Evangeline Cummings,Mr,Male,4,Married,31,1/1/2019,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,0
326,845,199001,Della Tremblay,Mr,Male,3,Single,31,1/2/2020,5/31/2020,Inactive,5/31/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,0
327,848,200013,Joannie Shields,Mr,Male,1,Married,1,12/3/2020,3/21/2022,Inactive,3/21/2022,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,0
328,850,70073,Jewell Bogisich,Mr,Male,1,Single,30,8/1/2019,3/31/2020,Inactive,3/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,0
329,852,70147,Amos Cremin IV,Mr,Male,4,Married,122,9/1/2019,\N,Active,\N,\N,\N,Labour,Contarct Basis,Catholic,Security,1973
330,853,70149,Raymundo Ortiz,Mr,Male,3,Married,30,9/5/2019,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1982
331,854,5162,Prof Sandrine Kulas,Mr,Male,4,Married,38,2/1/2021,8/30/2022,Inactive,8/30/2022,\N,\N,Labour,Contarct Basis,Catholic,Office Assistant,1987
332,855,75253,Rebecca Kuvalis III,Mr,Male,3,Single,31,12/1/2019,5/19/2020,Inactive,5/19/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,0
333,858,75258,Dr Jadon Rempel,Mr,Male,3,Married,122,12/25/2019,10/31/2022,Inactive,10/31/2022,\N,\N,Labour,Contarct Basis,Hindu,Security,1949
334,859,75259,Kaylin Aufderhar IV,Mr,Male,3,Single,122,12/29/2019,8/31/2022,Inactive,8/31/2022,\N,\N,Labour,Contarct Basis,Hindu,Security,1995
335,860,5039,Layne Bins MD,Mr,Male,1,Single,30,1/11/2020,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1966
336,861,199003,Charlene Harris,Mr,Male,1,Married,1,1/12/2020,3/31/2020,Inactive,3/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1966
337,863,199005,Mortimer Walter,Mr,Male,1,Married,30,1/26/2020,3/31/2020,Inactive,3/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,0
338,864,199006,Maya King,Mr,Male,3,Single,122,1/30/2020,4/24/2021,Inactive,4/24/2021,\N,\N,Labour,Contarct Basis,Hindu,Security,0
339,866,199008,Chanelle Konopelski,Mr,Male,4,Single,122,2/1/2020,7/6/2022,Inactive,7/6/2022,\N,\N,Labour,Contarct Basis,Catholic,Security,0
340,867,199009,Irwin Treutel,Mr,Male,3,Married,122,2/1/2020,5/30/2020,Inactive,5/30/2020,\N,\N,Labour,Contarct Basis,Hindu,Security,0
341,869,199013,Dr Milford Gerlach Sr,Mr,Male,3,Single,122,2/11/2020,11/30/2021,Inactive,11/30/2021,\N,\N,Labour,Contarct Basis,Hindu,Security,0
342,870,199014,Louvenia Gerlach,Mr,Male,3,Married,30,2/13/2020,3/31/2020,Inactive,3/31/2020,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,0
343,871,5080,Prof Royal Koelpin,Mr,Male,3,Single,38,2/15/2020,12/31/2021,Inactive,12/31/2021,\N,\N,Labour,Contarct Basis,Hindu,Office Assistant,0
344,872,4976,Antonetta Littel,Ms,Female,1,Married,134,6/1/2020,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Caretaker,0
345,873,70096,Prof Nicolas Cronin,Mr,Male,1,Married,31,9/24/2019,6/14/2020,Inactive,6/14/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970
346,875,5144,Prof Marie Sporer Sr,Mr,Male,1,Married,31,9/23/2019,7/26/2021,Inactive,7/26/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989
347,877,70110,Margie Tremblay,Mr,Male,1,Single,31,9/10/2019,11/26/2020,Inactive,11/26/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992
348,878,5148,Dennis Miller,Mr,Male,1,Married,31,9/9/2019,3/14/2022,Inactive,3/14/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984
349,879,70129,Dean Strosin,Mr,Male,1,Married,29,9/2/2019,3/21/2021,Inactive,3/21/2021,\N,\N,Labour,Contarct Basis,Buddhist,Cook,1979
350,880,75031,Constance McClure,Mr,Male,1,Married,135,10/6/2019,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Wacher,1963
351,882,75032,Miss Judy Carroll III,Mr,Male,1,Married,135,10/8/2019,4/22/2022,Inactive,4/22/2022,\N,\N,Labour,Contarct Basis,Buddhist,Wacher,1960
352,886,75246,Mr Gaston Wintheiser,Mr,Male,1,Married,31,12/13/2019,12/20/2020,Inactive,12/20/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971
353,889,4997,Danika Collier,Mr,Male,1,Married,31,6/1/2020,6/1/2021,Inactive,6/1/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977
354,890,5226,Mr Schuyler Fritsch Jr,Mr,Male,1,Married,31,3/1/2021,3/14/2022,Inactive,3/14/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999
355,891,5029,Alyce Littel,Mr,Male,1,Married,31,1/23/2020,3/14/2022,Inactive,3/14/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980
356,892,197004,Mr Christ Schinner,Mr,Male,1,Married,31,1/28/2020,3/15/2020,Inactive,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976
357,894,5030,Dr Destany Rempel,Mr,Male,1,Married,31,1/28/2020,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1963
358,895,5031,Eric Luettgen,Mr,Male,1,Married,31,1/28/2020,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986
359,896,5032,Jed Hermann MD,Mr,Male,1,Married,31,1/28/2020,3/14/2022,Inactive,3/14/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980
360,897,5033,Sonia Stoltenberg I,Mr,Male,1,Married,31,1/28/2020,1/28/2021,Inactive,1/28/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982
361,898,5034,Dean Kohler,Mr,Male,1,Married,31,1/28/2020,1/29/2021,Inactive,1/29/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968
362,899,5035,Alysa Schimmel,Mr,Male,1,Married,31,1/28/2020,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971
363,900,5036,Gussie Beahan MD,Mr,Male,1,Married,31,1/28/2020,3/30/2022,Inactive,3/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983
364,901,197013,Mrs Heloise Kovacek,Mr,Male,1,Married,31,1/28/2020,3/15/2020,Inactive,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986
365,902,5071,Ms Elta Hoeger III,Mr,Male,1,Married,31,2/19/2020,3/30/2022,Inactive,3/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989
366,905,5076,Isabelle Turner,Mr,Male,1,Married,31,2/21/2020,3/14/2022,Inactive,3/14/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975
367,906,5072,Dave Bernhard,Mr,Male,1,Married,31,2/19/2020,3/2/2022,Inactive,3/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985
368,907,197020,Kacie Rippin PhD,Mr,Male,1,Married,134,2/5/2020,3/31/2021,Inactive,3/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Caretaker,0
369,908,4975,Prof Oswaldo Collins,Mr,Male,1,Married,30,6/1/2020,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1984
370,910,4979,Sheila Toy,Mr,Male,1,Married,31,6/1/2020,1/7/2021,Inactive,1/7/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981
371,918,4984,Kameron Hilpert,Mr,Male,1,Married,31,6/1/2020,10/30/2021,Inactive,10/30/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984
372,921,4985,Mrs Meagan Jenkins,Mr,Male,1,Married,1,6/1/2020,4/6/2022,Inactive,4/6/2022,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1982
373,923,1885,Ms Margarita Vandervort IV,Mr,Male,1,Married,7,2/20/2014,8/31/2021,Inactive,8/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1970
374,924,3881,Eliezer Schaden,Mr,Male,5,Single,33,5/8/2018,6/22/2020,Inactive,6/22/2020,\N,\N,Staff,Contarct Basis,Muslim,Site Engineer,1993
375,925,4531,Flo Nienow,Mr,Male,5,Married,22,2/1/2019,\N,Active,\N,\N,\N,Staff,Contarct Basis,Muslim,Technical Officer,1977
376,926,198047,Mrs Kiarra Hickle,Mr,Male,1,Married,55,8/24/2020,9/30/2020,Inactive,9/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1977
377,928,183008,Kevin Dooley,Mr,Male,1,Married,31,1/2/2020,7/29/2020,Inactive,7/29/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975
378,929,4039,Prof Esther Bradtke MD,Mr,Male,1,Married,31,1/1/2019,9/10/2020,Inactive,9/10/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
379,930,4170,Prof Cody Monahan,Mr,Male,1,Single,1,1/1/2019,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1996
380,932,4565,Prof Oscar Shields,Mr,Male,1,Married,31,1/1/2019,4/9/2021,Inactive,4/9/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
381,933,4693,Ferne Beier V,Mr,Male,1,Married,31,4/3/2019,4/9/2021,Inactive,4/9/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977
382,934,4474,Mr Keshawn DuBuque,Mr,Male,1,Married,31,1/1/2019,4/9/2021,Inactive,4/9/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960
383,939,70030,Rasheed Abshire,Mr,Male,1,Married,31,7/1/2019,3/6/2020,Inactive,3/6/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
384,940,4950,Mr Michael Cassin,Mr,Male,1,Single,70,2/17/2020,8/17/2020,Inactive,8/17/2020,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,1997
385,941,4951,Hardy Casper,Ms,Female,1,Single,2,2/12/2020,7/31/2022,Inactive,7/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Secretary,1993
386,942,4953,Lilliana Wisozk,Mr,Male,1,Single,48,2/24/2020,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1994
387,943,4954,Mr Cameron McCullough,Mr,Male,1,Single,88,3/2/2020,4/27/2021,Inactive,4/27/2021,\N,\N,Staff,Contarct Basis,Buddhist,Trainee QS,1997
388,944,4955,Louie Hackett,Mr,Male,1,Single,48,3/2/2020,8/31/2020,Inactive,8/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,0
389,945,4956,Ernest Effertz,Mr,Male,1,Married,6,2/24/2020,\N,Active,\N,945,\N,Staff,Contarct Basis,Buddhist,Project Manager,1964
390,947,4959,Edmond Schulist,Mr,Male,1,Married,107,3/6/2020,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Social Environment Officer,1962
391,948,4960,Genevieve Hahn,Mr,Male,1,Single,8,3/16/2020,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988
392,949,4948,Sunny Heller,Mr,Male,1,Married,8,2/12/2020,9/21/2020,Inactive,9/21/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988
393,950,4961,Isai Jacobson IV,Mr,Male,1,Single,7,5/11/2020,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1987
394,951,3872,Maybell Okuneva,Mr,Male,1,Single,27,4/1/2018,12/31/2020,Inactive,12/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1995
395,952,50022,Benjamin Willms,Mr,Male,1,Married,120,5/18/2020,10/8/2020,Inactive,10/8/2020,\N,\N,Management,Contarct Basis,Buddhist,HR Manager,1956
396,953,2722,Orland Hansen,Mr,Male,1,Married,29,1/1/2019,9/24/2020,Inactive,9/24/2020,\N,\N,Labour,Contarct Basis,Buddhist,Cook,0
397,958,75016,Mariana Borer,Mr,Male,1,Married,1,10/8/2019,6/17/2020,Inactive,6/17/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,0
398,959,5157,Ellis Mayer,Mr,Male,1,Married,1,2/1/2021,4/29/2021,Inactive,4/29/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1984
399,961,75023,Cecile Jacobson,Mr,Male,1,Married,31,10/8/2019,3/11/2020,Inactive,3/11/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971
400,962,5158,Krystal Dietrich,Mr,Male,1,Married,31,2/1/2021,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997
401,965,75028,Mr Connor Hauck,Mr,Male,1,Married,31,10/25/2019,6/10/2020,Inactive,6/10/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
402,968,193116,Sammy Heidenreich,Mr,Male,1,Married,31,12/8/2020,4/29/2021,Inactive,4/29/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
403,969,5165,Cristopher Keebler,Mr,Male,1,Married,31,2/1/2021,3/31/2021,Inactive,3/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
404,970,75150,Prof Freeda Strosin II,Mr,Male,1,Married,53,11/22/2019,3/15/2020,Inactive,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Pipe Fitter,0
405,971,4809,Eula Klein,Mr,Male,1,Married,22,6/3/2019,4/10/2021,Inactive,4/10/2021,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1985
406,973,189011,Dario Romaguera,Mr,Male,5,Single,31,2/14/2020,3/17/2020,Inactive,3/17/2020,\N,\N,Labour,Contarct Basis,Muslim,Unskilled Labor,2003
407,975,4881,Julius Douglas,Mr,Male,1,Single,128,9/23/2019,11/6/2021,Inactive,11/6/2021,\N,\N,Staff,Contarct Basis,Buddhist,Construction Supervisor,1996
408,976,70052,Dr Hettie Robel,Mr,Male,1,Married,31,8/1/2019,4/24/2020,Inactive,4/24/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997
409,977,70058,Domingo Harber I,Mr,Male,1,Married,31,8/1/2019,5/30/2020,Inactive,5/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996
410,979,75042,Mrs Alvera McClure Sr,Mr,Male,1,Married,31,10/14/2019,3/15/2020,Inactive,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968
411,983,5161,Magnus Gerlach III,Mr,Male,1,Married,31,2/1/2021,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985
412,984,1079,Jamel Davis,Mr,Male,1,Married,32,7/16/2010,6/27/2020,Inactive,6/27/2020,\N,\N,Staff,Contarct Basis,Buddhist,OPE-Compresure Breaker,1959
413,986,4986,Zoey Rempel,Mr,Male,1,Married,31,6/1/2020,2/19/2021,Inactive,2/19/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992
414,987,4987,Dr Waylon Cassin DVM,Mr,Male,1,Married,1,6/1/2020,7/27/2021,Inactive,7/27/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1996
415,988,75062,Horace Connelly,Mr,Male,1,Married,31,10/15/2019,6/23/2020,Inactive,6/23/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969
416,989,75067,Katharina Kling,Mr,Male,1,Married,31,10/7/2019,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997
417,990,75069,Miss Makayla Weber IV,Mr,Male,1,Single,31,10/10/2019,12/30/2020,Inactive,12/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995
418,991,75178,Jarred D'Amore,Mr,Male,1,Married,31,11/1/2019,3/15/2020,Inactive,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996
419,992,4990,Erika Kihn,Mr,Male,1,Married,31,6/1/2020,3/12/2022,Inactive,3/12/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
420,994,4991,Mr Jefferey Bernier,Mr,Male,1,Married,31,6/1/2020,7/23/2021,Inactive,7/23/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985
421,999,5037,Lily Fritsch,Mr,Male,1,Married,1,1/4/2020,2/28/2022,Inactive,2/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1980
422,1000,198002,Tamara Grant IV,Mr,Male,1,Married,1,1/4/2020,3/15/2020,Inactive,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1971
423,1002,5038,Ms Amanda Yost,Mr,Male,1,Married,1,1/16/2020,3/29/2021,Inactive,3/29/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1988
424,1003,198005,Mollie Lemke MD,Mr,Male,1,Married,31,1/9/2020,3/12/2020,Inactive,3/12/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977
425,1006,4422,Melvin Schroeder,Mr,Male,1,Married,37,12/1/2018,3/15/2021,Inactive,3/15/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver-Tractor,1974
426,1007,198009,Maximus Luettgen,Mr,Male,1,Married,31,2/25/2020,3/15/2020,Inactive,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988
427,1008,5078,Caroline Williamson I,Mr,Male,1,Married,31,2/25/2020,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969
428,1009,198062,Jewel Lakin,Mr,Male,1,Married,1,2/18/2020,4/30/2020,Inactive,4/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1974
429,1010,198012,Nikki McLaughlin,Mr,Male,1,Single,31,2/19/2020,3/6/2020,Inactive,3/6/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003
430,1013,5079,Prof Brent Mills MD,Mr,Male,1,Single,31,3/4/2020,7/31/2021,Inactive,7/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999
431,1015,75152,Rebekah Yost,Mr,Male,1,Married,31,11/22/2019,6/30/2020,Inactive,6/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
432,1016,5206,Prof Dorothea Lubowitz,Mr,Male,1,Married,31,2/1/2021,2/13/2021,Inactive,2/13/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
433,1017,75154,Kailey Schumm,Mr,Male,1,Married,31,11/22/2019,12/31/2019,Inactive,12/31/2019,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
434,1018,75155,Bessie Lueilwitz,Mr,Male,1,Married,31,11/22/2019,6/10/2020,Inactive,6/10/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
435,1019,75156,Prof Hertha Bernier I,Mr,Male,1,Married,31,11/22/2019,6/30/2020,Inactive,6/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
436,1020,75159,Mr Johann Hirthe V,Mr,Male,1,Married,31,11/11/2019,12/31/2019,Inactive,12/31/2019,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1957
437,1033,75280,Mrs Verona Spencer DDS,Mr,Male,1,Single,31,12/7/2019,6/17/2020,Inactive,6/17/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001
438,1037,75287,Gudrun Schumm Sr,Mr,Male,1,Married,31,12/2/2019,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972
439,1045,189014,Bria Wiza,Mr,Male,1,Married,31,3/7/2020,3/17/2020,Inactive,3/17/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968
440,1046,199016,Effie Feil V,Mr,Male,3,Single,30,2/28/2020,6/3/2020,Inactive,6/3/2020,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1994
441,1047,5096,Israel Hettinger,Mr,Male,1,Married,31,3/5/2020,12/20/2020,Inactive,12/20/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960
442,1050,189017,Mr Brando Sauer PhD,Mr,Male,1,Married,31,3/12/2020,9/29/2020,Inactive,9/29/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982
443,1051,3903,Davin Mueller IV,Mr,Male,1,Married,1,1/1/2019,12/31/2019,Inactive,12/31/2019,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1976
444,1052,189018,Robert Swift,Mr,Male,1,Single,31,3/12/2020,3/17/2020,Inactive,3/17/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2000
445,1054,199021,Dr Travon Gutmann V,Mr,Male,3,Single,122,3/20/2020,10/26/2021,Inactive,10/26/2021,\N,\N,Labour,Contarct Basis,Hindu,Security,1992
446,1055,199022,Nayeli Stehr,Mr,Male,3,Single,122,3/20/2020,4/30/2020,Inactive,4/30/2020,\N,\N,Labour,Contarct Basis,Hindu,Security,2000
447,1056,181002,Dan Heathcote,Mr,Male,1,Married,31,2/23/2020,6/23/2020,Inactive,6/23/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1964
448,1057,181001,Pierce Kling,Mr,Male,1,Married,31,2/16/2020,3/15/2020,Inactive,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976
449,1058,181003,Pasquale Block,Mr,Male,1,Married,31,2/25/2020,3/16/2020,Inactive,3/16/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973
450,1060,189040,Alene Rath,Mr,Male,1,Married,31,12/7/2020,6/21/2021,Inactive,6/21/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
451,1061,5095,Dr Ashley Doyle,Mr,Male,1,Single,31,3/16/2020,1/6/2021,Inactive,1/6/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998
452,1063,75286,Dejah Cormier,Mr,Male,1,Married,1,12/2/2019,9/29/2020,Inactive,9/29/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1979
453,1064,5025,Rosalia Braun,Mr,Male,1,Married,31,1/23/2020,2/27/2021,Inactive,2/27/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969
454,1065,4949,Shawn Goldner IV,Mr,Male,1,Single,80,2/19/2020,3/21/2020,Inactive,3/21/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver - cab,1998
455,1066,50020,Alfreda Stiedemann Jr,Ms,Female,1,Single,125,2/13/2020,12/19/2020,Inactive,12/19/2020,\N,\N,Staff,Contarct Basis,Buddhist,Data Colector,1993
456,1068,4840,Sheldon Boehm,Mr,Male,1,Single,27,8/1/2019,9/30/2020,Inactive,9/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,0
457,1069,4256,Brando Zboncak,Mr,Male,1,Single,35,8/4/2018,9/26/2020,Inactive,9/26/2020,\N,\N,Staff,Contarct Basis,Buddhist,Operator-Excavator,0
458,1070,193091,Dameon Kshlerin I,Mr,Male,1,Married,31,7/28/2020,9/10/2020,Inactive,9/10/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987
459,1071,2358,Mr Dewitt Mraz DDS,Mr,Male,1,Married,55,7/2/2015,9/30/2022,Inactive,9/30/2022,\N,\N,Staff,Contarct Basis,Buddhist,Fitter,1955
460,1072,5185,Zena Bauch,Mr,Male,1,Married,55,2/1/2021,6/9/2022,Inactive,6/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,0
461,1073,2957,Arden Upton Jr,Mr,Male,1,Married,27,3/1/2017,\N,Active,\N,1333,\N,Staff,Contarct Basis,Buddhist,Supervisor,1968
462,1074,75290,Prof Devan Bogisich V,Mr,Male,1,Married,31,12/2/2019,6/10/2020,Inactive,6/10/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
